AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,533.5,486.4,499.5,515.2,489.8,490.5,415.9,403.2,380.2,398.7,314.8,299.6,354.1
Current_Liabilities,368.9,354.8,327.1,359.4,337.5,330.2,243.9,228.1,187.4,169.0,229.0,223.1,236.4
Diluted_EPS,0.021,0.083,0.125,0.182,0.13,0.119,0.137,0.043,0.128,0.131,0.152,0.253,0.188
Goodwill_Intangibles,756.0,760.2,727.3,731.3,712.1,714.9,693.6,697.5,701.3,705.1,704.8,708.6,673.3
Inventory,100.8,103.3,95.8,94.3,94.4,91.8,84.1,78.8,72.3,65.1,60.6,58.2,65.8
LT_Debt,332.6,289.5,303.2,311.8,323.5,344.4,330.6,330.6,337.9,361.2,213.7,225.2,267.0
Revenue,218.0,234.9,212.4,213.2,218.4,203.2,199.3,185.2,161.6,159.9,151.7,158.0,145.6
Shares_Diluted,93.1165,94.8028,91.9333,90.6065,89.8765,88.2327,87.2312,87.1736,87.0247,86.8968,86.8938,89.931,85.9127
Total_Assets,1766.4,1706.9,1653.5,1687.1,1663.4,1664.9,1536.7,1522.4,1467.8,1461.1,1360.2,1343.3,1341.0
Total_Liabilities,777.5,722.7,682.5,742.6,737.5,752.7,637.1,635.9,586.7,593.0,504.8,512.4,530.4
