AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,1519.0,1758.8,1495.7,2406.3,1333.6,962.8,1028.2,2695.9,1618.5,1003.8,1420.3,890.3
Current_Liabilities,2401.5,2443.0,1522.4,1383.0,1188.1,1147.8,1193.3,900.1,841.5,892.3,865.1,820.6
Diluted_EPS,0.174,0.075,-0.442,-0.677,0.172,-0.783,-1.649,-0.318,-0.32,-0.7709999999999999,-0.552,-0.337
Goodwill_Intangibles,11209.4,10470.3,10831.1,10111.1,9319.2,9458.2,9593.8,8780.9,8944.4,9302.6,8021.8,8100.6
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,9061.3,8285.5,8219.2,8647.3,6716.1,6345.6,6315.2,6201.4,5235.7,4647.8,7719.5,7006.3
Revenue,1707.5,1401.4,1539.5,1485.1,1216.1,1099.6,1235.6,1036.0,993.3,931.3,896.5,898.0
Shares_Diluted,368.7067,366.5495,363.0735,362.0585,362.5399,360.3778,360.3662,360.366,360.4006,360.4006,326.4208,326.4208
Total_Assets,19112.0,17942.5,18373.7,18125.6,15695.2,15509.1,15730.0,14769.2,13897.7,13702.7,12323.8,11796.2
Total_Liabilities,12967.8,12244.0,12597.6,12597.7,10282.9,10117.5,10050.7,9107.7,8070.9,7569.7,9555.9,8808.0
