AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019,06/30/2019
Current_Assets,46.7,40.3,42.7,33.4,68.0,2.9,5.8,,
Current_Liabilities,19.0,63.6,58.6,11.4,50.3,15.2,12.8,,
Diluted_EPS,,-0.052,-2.592,0.299,0.439,-0.035,0.289,0.669,0.426
Goodwill_Intangibles,10.0,12.7,3.8,0.0,0.0,0.0,0.0,,
Inventory,0.2,0.2,0.0,0.2,0.2,0.2,0.2,,
LT_Debt,0.0,0.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0
Revenue,3.7,3.2,4.9,3.3,3.6,2.8,12.3,1.9,13.2
Shares_Diluted,13.3334,13.3334,13.3334,13.3334,10.8333,13.3334,13.3334,,
Total_Assets,86.3,82.2,75.5,68.1,102.5,42.9,41.0,,
Total_Liabilities,50.5,64.5,58.6,12.1,50.4,15.3,12.9,,
