AAII_QTR_DATA,12/31/2022,10/01/2022,07/02/2022,04/02/2022,01/01/2022,10/02/2021,07/03/2021,04/03/2021,12/26/2020,09/26/2020,06/27/2020,03/28/2020,12/28/2019,09/28/2019,06/29/2019,03/30/2019,12/29/2018,09/29/2018
Current_Assets,1005.2,1026.3,907.4,782.3,634.7,583.4,562.4,499.8,455.0,457.3,411.8,398.8,334.8,340.1,328.6,318.3,298.7,282.9
Current_Liabilities,260.3,362.6,370.2,350.1,283.6,289.3,288.4,263.6,207.7,195.1,177.6,186.6,178.3,200.6,204.5,206.3,196.5,195.7
Diluted_EPS,1.443,2.51,2.045,1.513,1.179,0.887,0.75,0.592,0.897,0.516,0.209,0.106,0.299,0.312,0.305,0.163,0.187,-1.4240000000000002
Goodwill_Intangibles,244.9,247.8,242.6,243.3,245.1,247.0,248.9,250.6,212.8,214.2,215.5,216.9,218.2,219.6,220.9,222.3,221.0,220.6
Inventory,220.9,240.5,292.2,241.3,185.1,180.0,191.6,166.1,131.1,128.0,115.8,126.4,107.9,113.1,113.2,122.6,111.4,113.1
LT_Debt,12.4,12.4,12.4,12.4,12.4,12.4,39.3,39.3,39.3,77.3,77.3,77.3,39.3,44.3,49.3,54.3,59.3,59.3
Revenue,582.3,806.8,725.9,638.1,534.7,524.2,510.2,447.6,973.2,595.7,273.3,301.1,342.2,354.5,371.9,327.7,354.7,355.4
Shares_Diluted,57.377,57.406,57.297,57.369,57.338,57.208,57.203,57.243,56.883,56.9365,56.761,56.933,56.788,56.724,56.635,56.179,56.249,54.105
Total_Assets,1511.7,1507.6,1373.3,1234.6,1068.2,1010.3,986.4,917.9,825.9,829.5,790.3,781.7,724.5,731.6,722.5,700.0,678.3,665.4
Total_Liabilities,338.2,421.9,429.8,409.5,334.8,347.4,373.8,349.3,293.7,322.0,301.0,307.4,255.3,281.4,290.3,288.0,279.7,278.9
