AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,3780.0,3931.0,3592.0,3774.0,3719.0,3760.0,4329.0,3911.0,2977.0,,,
Current_Liabilities,2346.0,2512.0,2328.0,2396.0,2306.0,2597.0,3129.0,2975.0,2875.0,,,
Diluted_EPS,0.691,0.423,0.89,0.917,1.364,0.793,1.271,1.682,1.574,1.454,2.161,2.141
Goodwill_Intangibles,5224.0,5252.0,5273.0,5241.0,5268.0,5254.0,5286.0,5314.0,5085.0,,,
Inventory,1121.0,1003.0,879.0,950.0,946.0,915.0,918.0,871.0,924.0,,,
LT_Debt,8703.0,8905.0,8691.0,8884.0,9085.0,9125.0,9259.0,9309.0,0.0,0.0,0.0,0.0
Revenue,1538.0,1485.0,1537.0,1585.0,1567.0,1603.0,1600.0,1595.0,1506.0,1613.0,1613.0,1526.0
Shares_Diluted,256.17,255.394,255.067,255.156,255.052,254.7378,254.172,253.8282,253.516,,,
Total_Assets,10763.0,10955.0,10437.0,10614.0,10597.0,10681.0,11335.0,10908.0,9642.0,,,
Total_Liabilities,11500.0,11847.0,11503.0,11751.0,11847.0,12189.0,12953.0,12842.0,4920.0,,,
