AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1898.2,1770.5,1593.0,1694.5,1504.6,1295.1,1103.4,1138.3,1132.6,1492.4,1280.0,1387.7,1449.8,1547.3,1413.1,1608.2
Current_Liabilities,881.8,864.4,751.0,893.2,874.4,701.3,527.6,478.8,388.1,550.5,491.9,627.1,589.7,662.3,569.0,655.9
Diluted_EPS,5.098,4.171,2.716,1.271,2.915,0.66,-0.438,-1.047,-0.672,0.429,0.693,0.266,0.433,0.78,0.016,2.056
Goodwill_Intangibles,164.0,165.7,166.3,168.3,161.8,163.4,163.5,165.2,167.1,169.0,170.9,172.8,174.7,176.6,178.4,180.4
Inventory,1012.3,839.1,832.1,855.8,714.6,617.2,604.5,572.6,599.3,742.8,742.9,812.9,823.6,876.9,806.3,910.2
LT_Debt,514.3,526.6,626.5,660.6,593.7,737.1,740.5,819.6,907.0,1082.4,951.3,992.4,1100.3,1137.8,1126.0,1228.6
Revenue,1743.5,1748.8,1533.9,1575.1,1419.0,1147.3,853.0,831.5,771.8,1010.3,961.5,1104.4,1204.9,1230.8,1160.0,1250.0
Shares_Diluted,38.524,39.224,39.17,39.091,38.7295,38.3333,38.1181,38.1174,38.0799,38.2253,38.1177,37.9659,37.9183,37.8405,37.7858,37.6892
Total_Assets,2682.9,2548.7,2365.6,2440.0,2233.2,1986.2,1802.1,1840.1,1848.6,2219.3,2021.5,2122.0,2195.6,2289.7,2086.3,2296.8
Total_Liabilities,1839.9,1850.8,1828.4,2018.9,1946.7,1818.0,1663.3,1714.4,1690.7,2039.9,1848.9,1986.8,2070.4,2179.8,2013.1,2197.3
