AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,75.2,88.5,100.2,111.7,111.6,130.3,92.1,85.4,88.0,54.7,38.2,57.5,75.4,92.8,44.2,58.5
Current_Liabilities,15.6,15.1,17.0,17.1,18.7,23.6,31.9,41.4,42.1,34.7,34.9,30.5,29.4,52.0,18.1,16.9
Diluted_EPS,-0.106,-0.075,-0.082,-0.017,-0.147,-0.138,-0.099,-0.426,-0.516,-0.428,-0.411,-0.322,0.031,-0.425,-0.302,-0.255
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,11.6,13.7,15.6,18.6,18.4,18.2,18.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.1,0.1,0.6,0.7,1.2,0.3,1.8,2.6,2.6,29.1,1.9,1.9,1.1
Shares_Diluted,125.2559,125.2432,125.2555,125.21,116.3641,116.3449,87.4209,81.8791,73.8855,69.2724,64.6814,64.66,68.5116,61.6759,57.2453,57.2188
Total_Assets,82.1,95.7,107.7,119.6,120.6,140.1,102.3,95.8,98.1,65.2,49.1,68.1,84.1,101.4,47.0,61.2
Total_Liabilities,32.6,34.5,38.6,41.9,43.6,48.6,57.0,66.6,49.7,42.5,43.0,38.5,36.7,59.1,19.5,18.3
