AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018
Current_Assets,10.8,16.9,22.1,32.0,13.8,5.4,1.4,9.1,1.7,3.1
Current_Liabilities,3.4,3.9,2.8,2.1,1.8,0.6,1.1,0.7,1.2,2.8
Diluted_EPS,-0.33,-0.395,-0.91,-0.636,-0.786,-2.62,-4.457,-1.14,-3.243,-0.9
Goodwill_Intangibles,12.4,13.2,13.5,9.9,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,3.2,3.6,0.2,0.1,0.0,0.0,0.0,1.8,1.8,1.9
Revenue,,,,,,,0.0,0.0,0.0,0.2
Shares_Diluted,12.6533,12.6235,12.3121,10.719,7.0748,4.9477,1.96,1.8421,1.5075,1.2089
Total_Assets,33.0,40.1,40.7,46.1,17.5,7.1,7.6,19.5,13.0,17.4
Total_Liabilities,6.6,7.5,3.0,2.2,1.8,0.6,1.1,3.4,3.9,5.9
