AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,291.1,245.9,232.5,230.0,287.3,199.4,232.8,216.3,224.1,223.1,236.3
Current_Liabilities,225.9,187.5,187.9,139.0,146.9,137.4,159.9,122.8,126.5,140.2,136.1
Diluted_EPS,0.614,0.667,0.371,-0.479,-0.009,0.266,0.527,-0.124,0.298,0.45299999999999996,0.328
Goodwill_Intangibles,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1
Inventory,135.7,126.7,127.0,126.1,138.8,139.0,151.4,162.4,164.6,159.2,165.7
LT_Debt,0.0,0.0,0.0,50.1,100.1,0.3,0.3,0.5,8.7,0.8,0.9
Revenue,177.0,178.8,151.1,91.6,149.8,174.6,173.9,183.9,177.8,197.2,187.8
Shares_Diluted,25.4,25.309,25.206,25.18,25.703,26.612,26.75,26.71,26.750999999999998,26.923000000000002,26.94
Total_Assets,687.5,636.2,622.5,622.8,703.1,621.9,653.9,510.4,532.8,534.5,551.0
Total_Liabilities,330.9,288.6,289.6,294.7,363.9,259.1,283.5,146.5,159.9,164.9,161.1
