AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,4809.1,5145.0,7094.2,5223.8,4866.7,5490.0,5418.5,3847.4,3259.1,2181.8,2240.4,2288.0,1906.5,2007.8
Current_Liabilities,3408.0,3177.8,4704.2,2649.9,2580.1,2606.3,1855.1,1975.3,1512.0,1223.9,1151.0,1161.2,967.9,1092.1
Diluted_EPS,-0.39,0.346,-0.006,-0.054,0.219,0.547,1.405,0.405,0.281,0.306,0.151,-0.09,0.053,0.357
Goodwill_Intangibles,4508.9,4449.8,4391.3,4515.1,4183.1,3576.7,3565.6,3533.8,3339.3,1916.4,1883.9,1960.9,1945.0,1676.5
Inventory,385.5,376.0,371.6,339.4,210.9,231.2,244.5,216.8,183.5,130.9,119.4,255.6,243.8,232.4
LT_Debt,10247.8,10344.5,8680.9,8816.1,7864.9,8906.8,8964.1,7270.8,7004.8,2505.8,2666.4,2757.4,2510.4,1954.3
Revenue,1937.3,2163.2,2314.7,1925.2,1590.1,1357.7,1386.0,1319.2,899.7,749.9,708.7,474.3,705.8,608.6
Shares_Diluted,466.6575,468.6053,467.1545,467.1545,468.7142,469.5842,467.474,467.5163,434.116,386.975,384.864,389.759,391.447,392.712
Total_Assets,26542.6,27051.7,22785.5,20422.8,19311.8,19680.9,18279.9,15885.5,14681.9,6822.5,6887.3,7102.3,6678.7,5820.7
Total_Liabilities,22599.1,22897.3,19573.4,17269.4,16164.3,16715.8,15431.1,13810.5,12760.6,4752.9,4853.7,4994.2,4500.7,3951.6
