AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,20.1,25.1,28.5,31.4,30.1,29.9,30.4,25.1,29.8,31.3,30.2,31.4,35.0,41.7,42.6
Current_Liabilities,19.4,20.9,22.4,22.6,21.5,22.5,22.4,17.7,23.3,22.3,18.9,21.6,21.4,23.9,22.3
Diluted_EPS,-0.32,-0.193,-0.231,-0.023,0.023,-0.071,-0.034,-0.105,-0.309,-0.242,-0.133,-0.37799999999999995,-0.413,-0.435,-1.393
Goodwill_Intangibles,3.3,3.6,3.9,3.9,4.3,4.7,5.1,5.5,6.2,7.1,8.0,9.3,10.6,12.0,13.5
Inventory,0.5,1.1,0.2,,,,,,,,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Revenue,19.1,17.8,17.2,18.7,17.9,17.3,17.8,17.0,24.5,26.7,28.6,27.1,31.6,32.3,31.7
Shares_Diluted,,13.5345,13.2459,13.461,13.3174,13.1298,13.1538,13.1468,13.1335,13.132,13.114,13.1109,12.9846,12.1458,12.9482
Total_Assets,29.6,35.1,38.9,41.8,40.8,41.1,42.1,37.7,43.6,44.9,45.2,48.2,52.7,57.4,60.6
Total_Liabilities,20.7,22.4,24.1,24.4,23.5,24.8,25.3,21.0,26.0,23.8,21.6,23.5,23.7,23.9,22.3
