AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,137.4,144.0,148.3,150.3,159.7,157.1,161.4,198.9,225.0,244.9,270.9,283.5,320.6,335.9,344.6,375.5,389.6,392.5
Current_Liabilities,209.5,233.9,251.9,241.5,270.1,277.3,293.0,320.1,317.9,323.6,329.5,323.6,351.2,348.8,339.2,355.4,349.1,323.8
Diluted_EPS,1.844,1.706,1.197,1.925,1.622,1.004,3.002,-6.967,-9.838,-22.281,-17.302,-8.902999999999999,-20.059,-18.403,-0.012,-0.1009999999999999,-0.161,-0.1969999999999999
Goodwill_Intangibles,0.2,0.3,0.3,0.4,0.4,2.3,2.4,2.2,2.1,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,20.3,21.7,23.1,24.4,25.8,27.2,20.5,21.6,23.3,24.4,26.2,27.4,30.3,31.2,32.8,33.2,34.0,7.9
Revenue,82.0,81.7,78.7,86.9,83.5,84.3,89.2,98.4,84.6,78.4,75.9,83.7,86.2,81.7,86.6,86.1,85.8,78.0
Shares_Diluted,13.8806,13.9629,13.5694,13.3005,13.4452,13.4584,1.0767,1.0767,1.0766,1.0767,1.0799,1.0895,1.0904,1.0913,170.7778,171.3464,172.2438,172.7217
Total_Assets,322.6,342.2,348.7,354.1,367.5,366.9,391.2,433.3,472.1,504.4,544.8,562.9,622.4,619.4,611.4,641.0,564.0,529.7
Total_Liabilities,375.7,418.4,452.8,472.1,510.5,530.4,568.1,612.2,647.6,665.4,683.7,679.5,738.2,706.8,688.5,718.2,615.1,549.5
