AAII_QTR_DATA,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,34515.5,31872.0,29527.6,26521.5,20499.9,23172.7,23690.6,23321.8,21136.9,20354.1,21638.7,19820.5,19205.4,21025.6
Current_Liabilities,19989.6,19088.2,20529.2,17197.9,14223.7,15280.5,17749.8,14183.7,16424.4,11991.8,16327.2,12227.2,11880.1,12107.5
Diluted_EPS,5.465,4.507,4.454,3.705,0.629,1.195,-0.461,-1.1,2.423,3.908,3.5639999999999996,2.783,2.875,3.319
Goodwill_Intangibles,712.1,799.7,803.8,806.2,805.6,783.6,723.0,747.6,586.3,544.0,541.6,533.3,542.5,519.0
Inventory,7515.4,8247.3,7881.1,7973.2,6850.2,6446.8,5835.3,4916.1,5629.2,5988.8,5645.1,6074.2,4958.8,5823.2
LT_Debt,10883.8,8638.4,8317.6,9378.6,9267.8,10088.0,9031.3,8300.1,5751.9,6962.3,6914.3,7024.1,5656.1,6670.0
Revenue,44454.6,41575.2,35362.3,30136.3,24577.2,23393.8,15842.0,26755.7,26009.2,26766.3,28992.5,24487.8,26541.4,29953.5
Shares_Diluted,687.11,685.867,684.261,682.408,751.815,677.548,652.499,670.956,669.6189999999999,667.992,693.628,709.466,718.5419999999997,719.14
Total_Assets,110247.9,106547.8,104533.4,102435.8,96224.8,99505.4,96399.9,98412.4,80879.9,80176.1,80453.9,77041.9,74463.6,74219.0
Total_Liabilities,37736.4,34303.0,35513.1,33198.6,30009.2,31750.5,32889.4,28401.4,26950.9,23392.1,27706.3,23484.1,21652.0,22860.3
