AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018
Current_Assets,2849.2,1486.0,2006.1,2170.8,885.1,776.4,147.5,134.8,124.8,93.4
Current_Liabilities,1516.1,1283.5,1336.3,1260.9,817.3,665.5,261.9,150.8,249.3,50.1
Diluted_EPS,-2.198,-3.518,-0.554,-0.672,-0.133,-0.096,-0.273,-0.148,0.003,-0.071
Goodwill_Intangibles,9845.2,11951.4,14886.8,14630.5,8422.7,8500.3,1585.8,1492.5,253.6,102.3
Inventory,39.8,39.8,35.5,35.5,15.1,,4.3,6.5,4.1,3.1
LT_Debt,2489.6,2795.4,2748.0,2267.7,581.5,584.7,258.2,272.9,0.0,0.0
Revenue,2993.5,2994.6,2936.4,1903.8,1472.0,726.8,254.7,193.2,121.5,115.3
Shares_Diluted,1073.049,1064.215,1059.499,778.7871,744.1483,660.0511,307.9509,272.1376,216.2163,215.9159
Total_Assets,13340.5,16076.6,19195.0,19073.4,11150.3,11166.4,1786.1,1739.7,414.8,203.0
Total_Liabilities,4830.5,5039.4,5142.8,4675.5,1998.5,1886.6,566.4,457.2,276.7,60.2
