AAII_QTR_DATA,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,306.6,388.7,356.3,330.9,251.3,248.7,247.6,260.3,254.5,465.1,323.4,239.4,364.4,250.9
Current_Liabilities,502.4,495.0,411.9,302.0,231.1,165.3,104.1,115.8,114.5,346.3,273.3,234.0,136.4,173.2
Diluted_EPS,-0.154,-0.081,0.178,-0.728,-0.283,-0.085,0.01,-0.097,-0.422,-0.17800000000000002,0.059,0.09,0.048,-0.154
Goodwill_Intangibles,0.2,0.3,0.3,0.4,0.4,0.5,0.7,0.7,0.9,0.9,0.9,0.9,0.6,0.6
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1156.1,1091.0,1133.9,1128.5,1100.6,1091.4,1123.1,1086.7,1088.0,1097.0,935.7,848.4,858.9,853.0
Revenue,56.2,55.0,55.7,53.6,44.2,93.4,49.4,46.1,40.6,83.2,46.6,39.2,32.6,30.1
Shares_Diluted,48.2519,48.2046,48.7156,48.1842,48.0975,48.0044,48.5552,47.6238,42.427,41.9749,41.0863,33.9681,39.7453,26.0221
Total_Assets,2084.6,2012.5,1982.6,1863.2,1806.9,1727.7,1688.4,1661.6,1702.2,1887.9,1670.3,1498.0,1397.2,1234.0
Total_Liabilities,1788.8,1710.0,1672.4,1558.9,1468.0,1381.5,1343.8,1322.6,1319.5,1556.3,1318.2,1152.2,1059.0,1088.6
