AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021
Current_Assets,211.5,323.8,156.9,230.6,215.4,200.3,239.9,293.5
Current_Liabilities,146.6,142.3,62.6,88.6,115.7,111.7,114.3,120.3
Diluted_EPS,0.037,8.545,-0.456,0.81,0.696,0.16,-0.571,0.64
Goodwill_Intangibles,527.4,532.3,743.4,746.4,751.7,757.1,759.3,763.6
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,157.7,0.0,521.1,553.5,553.3,553.1,553.0,552.8
Revenue,178.0,666.5,171.7,256.9,166.4,658.2,174.2,254.3
Shares_Diluted,44.645,49.183,47.847,48.69,49.747,48.578,48.707,49.385
Total_Assets,847.3,963.5,1025.6,1099.1,1084.0,1071.9,1103.5,1156.9
Total_Liabilities,379.2,220.3,654.0,709.6,735.1,730.3,744.3,774.4
