AAII_QTR_DATA,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,17.3,11.5,11.7,12.1,11.5,10.0,10.7,9.6
Current_Liabilities,10.2,7.6,8.2,5.8,5.7,5.0,6.7,3.5
Diluted_EPS,10.235,1.029,1.103,1.346,2.436,2.431,1.314,1.187
Goodwill_Intangibles,1.5,1.6,1.6,1.7,1.7,1.8,1.8,1.9
Inventory,10.8,7.1,6.7,5.8,5.6,5.6,5.0,3.6
LT_Debt,9.7,3.6,3.8,3.9,4.0,4.2,4.3,6.9
Revenue,11.3,9.7,10.6,11.6,12.5,10.2,11.0,11.3
Shares_Diluted,0.3123,0.3136,0.3136,0.3136,0.3136,0.2976,0.2974,0.2974
Total_Assets,33.0,20.6,20.6,21.1,19.7,18.3,18.7,17.8
Total_Liabilities,21.4,12.1,13.2,11.8,10.8,10.0,11.8,11.2
