AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
Current_Assets,333.6,325.6,339.7,314.3,271.5,199.7,216.5,183.7,179.0,0.2,0.3,0.3,0.5,1.0,1.4,1.4,0.0
Current_Liabilities,52.8,44.8,50.2,63.6,67.9,44.0,33.5,31.1,31.7,0.8,0.7,0.5,0.5,0.4,0.1,0.2,0.4
Diluted_EPS,0.18,-0.174,0.491,0.322,0.18,-0.038,0.374,0.227,7.775,-0.009,-0.009,0.01,-0.008,0.005,0.031,0.016,0.0
Goodwill_Intangibles,44.0,44.5,45.0,45.6,46.1,46.6,47.2,47.7,48.2,,,,,,,,0.0
Inventory,117.5,107.2,74.3,80.3,81.8,80.1,110.4,99.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,95.1,51.0,139.6,122.8,116.8,73.3,91.9,58.4,208.9,,,,,,,,0.0
Shares_Diluted,51.1503,51.7454,53.8822,53.5105,62.0697,42.5993,44.2499,44.1972,1.1154,22.28,22.28,22.28,22.28,22.28,22.28,21.9452,19.25
Total_Assets,531.6,509.8,517.7,503.0,487.5,440.0,420.7,400.4,389.1,177.3,177.4,177.3,177.2,177.2,176.8,176.2,0.4
Total_Liabilities,86.6,53.8,57.2,73.0,78.6,54.4,42.2,38.7,36.5,0.8,0.7,0.5,0.5,0.4,0.1,0.2,0.4
