AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,50.0,55.1,81.6,60.5,96.2,142.6,169.1,91.7,107.4,127.4,0.6,0.8,0.0
Current_Liabilities,65.7,60.6,55.8,59.6,33.8,29.9,20.9,24.6,22.2,14.1,1.9,0.1,0.1
Diluted_EPS,-0.825,-0.739,-1.121,-1.012,-0.849,-0.569,-0.338,-1.043,-0.42,-1.363,-0.087,-0.004,0.0
Goodwill_Intangibles,4.7,4.6,4.6,4.6,4.6,4.6,4.6,4.6,0.3,0.3,,,
Inventory,14.1,23.3,23.2,12.9,10.3,13.0,5.0,4.4,0.1,0.2,,,
LT_Debt,198.6,170.4,160.8,90.3,95.3,102.7,106.8,13.5,0.1,0.3,0.0,0.0,0.0
Revenue,8.8,2.7,6.1,5.9,3.3,3.1,0.7,0.6,0.2,0.2,,,
Shares_Diluted,86.7977,76.642,63.0659,56.0212,53.9616,53.7339,53.6369,51.7924,51.1269,48.9431,22.525,23.1812,22.525
Total_Assets,99.7,106.8,138.5,97.7,126.9,169.2,190.1,109.9,127.8,138.3,177.3,177.5,0.1
Total_Liabilities,275.3,239.5,226.8,155.6,137.1,136.7,131.7,41.3,26.0,15.2,1.9,0.1,0.1
