AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,68.2,60.3,72.7,91.7,66.3,75.4,82.6,93.2,95.0,50.9,39.3,46.2,41.2,48.3,24.4,31.7,35.8,43.4,10.6
Current_Liabilities,11.8,8.8,12.6,12.7,11.2,7.1,7.9,7.3,6.8,15.3,4.2,6.1,3.6,4.1,2.7,3.7,2.8,2.6,2.2
Diluted_EPS,-0.228,-0.194,-0.334,-0.287,-0.266,-0.288,-0.25,-0.2,-0.223,-0.302,-0.313,-0.274,-0.214,-0.296,-0.296,-0.192,-0.315,-0.242,-0.329
Goodwill_Intangibles,30.4,16.3,16.7,17.0,17.4,18.0,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.3,0.3
Inventory,7.6,5.8,4.5,4.1,3.4,2.3,2.1,1.4,1.4,0.7,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0
LT_Debt,44.0,43.2,43.9,43.7,0.0,0.0,0.0,0.0,0.4,15.4,24.5,23.2,20.2,20.4,19.3,18.2,19.1,17.0,11.9
Revenue,7.4,5.9,5.6,5.2,4.6,3.7,1.9,2.2,2.5,1.3,0.6,0.4,0.4,0.5,0.5,0.6,0.2,0.3,0.3
Shares_Diluted,68.1952,57.5838,57.1544,56.5518,55.2172,52.9241,51.4361,50.5632,45.6206,39.4453,38.1767,36.816,36.2638,31.4282,30.3252,30.0697,29.9599,27.8532,22.2407
Total_Assets,157.5,132.3,144.7,161.3,132.1,134.1,120.5,125.0,125.2,77.6,64.3,71.4,62.9,69.3,42.3,47.9,52.2,57.6,24.6
Total_Liabilities,57.0,53.2,58.0,57.9,21.1,18.0,8.1,7.6,7.5,31.1,29.2,29.9,24.4,25.1,23.1,22.0,22.5,21.0,15.5
