AAII_QTR_DATA,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017
Current_Assets,32.3,48.7,41.4,51.4,9.7,1.1,1.5,5.2,1.3,
Current_Liabilities,5.3,7.5,6.3,5.8,5.2,5.6,4.8,5.0,5.1,
Diluted_EPS,-0.046,-0.239,-0.084,-0.175,-0.026,-0.139,-0.027,-0.013,-0.038,-0.006
Goodwill_Intangibles,0.1,0.1,0.1,0.1,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.3,0.2,0.3,0.4,0.3,0.0,0.5,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,97.9321,97.9321,150.2241,93.9533,150.2241,26.0835,136.4638,161.2731,126.0492,
Total_Assets,35.1,48.8,41.9,51.8,10.5,1.8,2.1,5.4,1.6,
Total_Liabilities,5.3,7.5,6.6,6.1,5.6,6.0,5.1,5.0,5.6,
