AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,231.4,241.2,219.4,224.3,220.6,195.7,166.7,223.4,376.9,402.7,361.8,134.4,124.3,,,,,,,
Current_Liabilities,421.9,403.2,374.0,368.9,356.6,369.1,345.7,326.7,275.2,292.0,263.5,278.5,253.8,,,,,,,
Diluted_EPS,-0.12,-0.035,-0.008,-0.037,-0.002,-0.004,-0.027,0.005,0.014,-0.571,-0.124,-0.203,-0.203,0.033,0.083,0.05,0.051,-0.153,0.064,0.025
Goodwill_Intangibles,298.1,296.0,283.8,293.9,305.7,306.1,311.9,255.2,56.2,50.7,51.3,53.1,53.5,,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,46.1,46.7,47.3,48.0,48.6,0.1,0.3,0.3,0.3,0.2,0.3,173.4,164.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,132.8,131.1,126.2,119.3,115.0,111.7,110.7,104.9,98.2,374.7,94.6,91.3,89.2,86.1,82.4,78.4,74.6,72.9,69.1,66.9
Shares_Diluted,150.677,150.14,149.795,149.489,149.156,148.857,148.158,157.515,158.12,131.511,138.541,142.9938,142.9938,,,,,,,
Total_Assets,725.5,719.2,677.3,689.8,697.5,670.2,645.8,609.5,558.3,558.8,514.9,258.5,356.1,,,,,,,
Total_Liabilities,502.0,489.5,463.3,469.1,464.7,440.1,421.6,381.7,331.8,329.4,296.4,559.5,504.6,,,,,,,
