AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,03/31/2019
Current_Assets,362.9,374.2,375.5,420.0,433.2,454.5,460.5,243.1,245.4,254.1,212.9,56.6,58.6,,
Current_Liabilities,77.4,78.8,66.3,78.6,64.8,62.8,48.8,42.7,40.1,45.9,52.5,38.3,33.1,,
Diluted_EPS,-0.298,-0.447,-0.412,-0.542,-0.511,-0.476,-0.304,-0.173,-0.122,-0.207,-0.12,-0.239,-0.088,-0.758,-0.186
Goodwill_Intangibles,75.3,77.3,79.1,81.2,75.4,77.5,76.7,,,,,,,,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,338.0,337.5,337.0,336.5,336.0,335.5,335.1,0.0,0.0,0.0,10.0,69.1,69.5,0.0,0.0
Revenue,71.8,72.4,72.4,68.2,66.1,64.9,59.3,49.0,46.7,43.1,39.7,69.5,33.2,112.1,25.6
Shares_Diluted,74.142,73.823,73.508,73.084,72.476,71.938,71.372,70.622,69.792,68.5289,67.8067,67.8067,65.8435,,
Total_Assets,461.5,474.1,481.4,528.6,535.0,555.5,560.5,266.5,268.8,276.6,235.5,79.6,82.0,,
Total_Liabilities,427.1,428.4,416.3,443.6,425.1,417.2,399.3,55.4,53.5,59.9,77.0,122.7,118.3,,
