AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,06/30/2020
Current_Assets,41.7,24.4,29.8,35.9,52.3,57.3,2.5,4.1,,
Current_Liabilities,23.4,8.4,9.7,7.9,14.1,4.3,27.4,24.8,,
Diluted_EPS,-0.397,-0.399,-0.394,-0.409,-0.345,-0.394,-0.188,-0.265,-0.224,-0.095
Goodwill_Intangibles,2.9,3.4,4.0,4.5,5.7,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.4,0.1,0.1,0.0,0.2,0.3,0.2,0.0,0.0,0.0
Shares_Diluted,40.9705,37.3861,36.4059,35.7605,35.602,28.6954,36.9921,36.9921,,
Total_Assets,49.1,32.5,38.4,45.4,62.1,59.0,3.3,4.8,,
Total_Liabilities,24.2,9.5,10.8,9.2,15.6,4.3,27.4,24.8,,
