AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,5.2,5.3,6.8,7.6,8.3,8.2,5.9,4.9,4.9,5.2,6.4,1.2,1.1,0.6,0.9
Current_Liabilities,14.5,13.6,12.4,13.1,12.9,18.4,16.1,13.1,12.8,11.9,9.7,2.2,1.4,2.3,1.9
Diluted_EPS,-0.001,-0.002,-0.001,0.0,0.001,-0.001,-0.003,-0.002,-0.001,-0.002,-0.002,-0.001,-0.004,-0.005,-0.004
Goodwill_Intangibles,1.6,1.7,2.0,2.1,2.2,2.3,2.6,2.7,2.8,2.9,3.4,1.6,1.5,1.5,2.2
Inventory,3.7,3.8,5.4,6.3,5.8,6.5,5.3,3.5,3.9,4.1,5.4,0.5,0.6,0.6,0.4
LT_Debt,2.8,3.2,4.4,4.4,5.6,4.0,4.7,5.1,3.6,3.4,3.2,1.0,2.1,2.0,2.1
Revenue,3.8,4.5,4.1,6.2,12.9,7.1,5.5,2.4,5.9,7.3,6.0,0.2,0.2,0.1,0.2
Shares_Diluted,1294.132,1293.715,1281.651,1264.073,1241.906,1015.464,1159.968,1105.732,1105.732,1082.526,1115.132,1076.4660000000001,770.753,447.0507,239.1053
Total_Assets,16.1,16.9,18.7,20.9,22.2,22.7,21.3,21.0,21.7,22.4,22.3,3.0,2.8,2.5,3.4
Total_Liabilities,24.4,24.4,24.3,25.7,26.9,30.0,28.7,26.8,25.6,25.0,23.1,3.3,3.5,4.3,3.9
