AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,35.3,33.9,34.8,35.3,33.5,31.2,28.6,27.7,26.4,34.3,35.1,33.0,36.2,36.9,41.5,43.8,45.4,46.9
Current_Liabilities,6.1,5.9,7.2,9.7,8.0,6.5,5.8,6.2,6.8,6.8,7.0,5.3,7.6,7.5,7.2,7.1,6.5,7.2
Diluted_EPS,0.097,0.033,0.164,-0.025,0.366,0.138,0.034,-0.008,-0.085,-0.056,-0.053,-0.182,-0.099,-0.23,-0.14,-0.525,-0.1,-0.1119999999999999
Goodwill_Intangibles,0.1,0.2,0.3,0.4,0.6,0.8,1.0,1.1,1.9,2.2,2.5,2.7,4.1,4.5,3.0,3.3,8.8,9.6
Inventory,13.8,14.5,13.3,11.8,8.7,6.4,4.7,4.9,5.7,7.6,7.4,6.8,7.6,8.3,9.9,9.8,10.2,10.4
LT_Debt,0.0,0.0,0.0,0.0,0.0,1.6,1.6,1.6,0.5,0.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,14.3,11.1,11.1,9.5,28.5,9.1,8.1,6.6,7.6,8.3,7.4,6.2,7.2,7.6,9.0,9.7,10.7,10.1
Shares_Diluted,11.666,11.651,11.657,11.168,11.347,11.411,11.296,10.985,10.984,15.726,15.665,15.578,15.575,15.512,15.455,15.34,15.524,15.583
Total_Assets,37.2,36.1,37.1,37.9,36.4,34.5,32.2,32.3,31.9,40.3,41.5,37.5,42.5,43.7,47.2,48.9,56.4,58.8
Total_Liabilities,7.4,7.4,8.8,11.4,9.8,10.2,9.6,10.1,9.8,10.1,10.5,5.9,8.2,8.0,8.1,7.7,7.2,8.0
