AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
Current_Assets,31.1,34.1,44.5,48.6,50.9,53.3,21.0,0.9,1.1
Current_Liabilities,2.1,1.9,1.5,1.0,0.4,0.4,0.5,0.5,0.2
Diluted_EPS,-0.136,-0.184,-0.173,-0.113,-0.068,0.027,-0.117,-0.098,-0.042
Goodwill_Intangibles,9.7,9.9,3.9,3.8,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.2,0.2,0.0,0.0,0.0,,,0.0
Shares_Diluted,26.073,27.7594,26.5487,23.4441,23.0084,23.0084,13.0584,13.0584,13.0584
Total_Assets,42.0,45.2,49.6,53.0,51.1,53.3,21.0,0.9,1.1
Total_Liabilities,2.9,2.7,2.8,1.6,1.1,1.9,4.6,0.5,0.2
