AAII_QTR_DATA,01/31/2023,10/31/2022,07/31/2022,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018
Current_Assets,304.6,298.3,282.9,278.3,266.7,555.4,534.0,508.5,497.3,476.2,461.4,458.8,451.2,447.4,425.6,415.3,409.6,407.7,438.4
Current_Liabilities,83.5,80.9,77.5,74.9,89.3,81.6,85.5,70.0,74.0,62.2,51.2,51.5,53.5,50.8,47.2,42.2,39.0,37.9,47.6
Diluted_EPS,-0.285,-0.513,-0.618,-0.287,-0.248,0.019,-0.196,-0.301,-0.353,-0.49,-0.428,-0.4539999999999999,-0.385,-0.129,-0.31,-0.5329999999999999,-0.141,-0.28,-0.207
Goodwill_Intangibles,362.1,351.2,353.2,352.1,349.9,41.9,42.4,43.9,45.3,44.0,42.7,43.0,44.4,34.8,35.6,36.7,37.5,37.8,
Inventory,40.5,45.4,40.1,41.5,45.2,47.0,42.1,33.1,26.1,23.7,23.9,22.0,23.0,19.8,17.4,17.6,18.3,23.3,30.8
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,83.3,83.1,80.9,90.3,90.2,92.2,79.3,70.1,62.1,56.1,50.1,54.6,57.2,67.9,56.4,47.2,51.1,57.3,62.5
Shares_Diluted,38.8983,38.5826,38.2583,37.7153,37.1335,39.0463,36.4425,35.9403,35.3384,34.8199,34.4803,34.0803,33.6771,33.3042,32.861,32.492,32.1286,32.1719,33.2192
Total_Assets,710.2,687.5,674.4,668.7,657.5,633.4,610.1,584.6,573.3,549.6,533.4,531.7,527.3,514.5,490.2,479.3,466.9,458.6,490.7
Total_Liabilities,104.1,99.1,96.3,94.3,110.4,104.1,107.0,93.3,98.3,86.9,74.8,76.2,79.2,69.2,61.8,56.8,47.4,47.5,57.8
