AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,146.9,179.9,159.0,156.5,154.7,183.9,191.8,204.0
Current_Liabilities,1018.1,1019.9,222.3,226.8,224.9,240.7,212.2,208.1
Diluted_EPS,-15.471,-21.766,-9.719,-11.127,-10.422,-10.239,-29.668,-11.823
Goodwill_Intangibles,183.3,191.1,218.7,225.9,233.2,241.2,250.7,259.0
Inventory,25.0,25.3,26.7,31.8,35.4,34.2,34.6,38.4
LT_Debt,16.1,16.8,757.4,736.3,713.3,692.3,686.9,666.5
Revenue,83.0,144.2,162.9,169.9,157.5,166.6,160.6,164.0
Shares_Diluted,3.751,3.718,3.7145,3.7095,3.6904,3.6732,3.6799,3.6563
Total_Assets,568.0,630.5,668.6,683.4,702.9,734.9,717.1,794.1
Total_Liabilities,1080.8,1086.3,1043.7,1023.8,1003.5,999.0,943.4,914.1
