AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,37.2,47.8,56.7,51.7,45.7,59.3,64.6,80.7,43.7,27.9,27.2
Current_Liabilities,41.4,59.0,44.7,51.5,60.6,68.4,52.0,29.4,22.0,35.2,22.3
Diluted_EPS,-0.058,-0.078,-0.247,-0.122,-0.083,-0.104,-0.098,-0.109,-0.121,-0.066,-0.097
Goodwill_Intangibles,285.6,288.6,292.7,322.1,317.9,324.2,257.7,209.6,185.9,187.3,192.8
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,13.4,1.6,18.4,8.8,9.3,10.0,2.4,9.3,15.9,29.5,38.1
Revenue,42.9,54.0,50.6,51.1,47.2,56.9,43.3,37.1,30.0,42.5,16.3
Shares_Diluted,151.7672,151.3496,150.2578,138.7454,133.6055,128.4662,126.3952,117.523,111.4621,103.6519,83.1478
Total_Assets,327.4,341.4,354.1,378.8,367.9,387.8,326.5,294.3,236.3,222.3,227.3
Total_Liabilities,80.3,86.8,89.7,86.9,115.1,125.0,81.3,57.3,53.5,80.5,79.6
