AAII_QTR_DATA,12/31/2021,06/30/2021,12/31/2020,06/30/2020,03/31/2020,12/31/2019,06/30/2019,03/31/2019,12/31/2018
Current_Assets,24.2,26.8,31.5,28.4,32.7,34.2,33.4,31.3,37.3
Current_Liabilities,7.2,13.5,7.9,6.4,6.6,6.7,5.3,6.9,6.5
Diluted_EPS,-8.226,-1.207,-2.089,-0.437,-0.772,-0.041,0.149,0.101,-6.615
Goodwill_Intangibles,0.4,0.6,0.6,,0.6,0.6,,0.6,
Inventory,1.2,2.2,1.9,2.0,1.4,1.4,1.3,1.2,3.4
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,59.0,12.7,10.9,2.3,2.2,16.5,4.4,4.6,6.6
Shares_Diluted,4.5243,4.1003,2.7125,2.5913,,2.5175,2.4413,2.4413,2.2668
Total_Assets,38.1,59.3,62.5,56.8,61.1,62.0,62.7,61.2,75.1
Total_Liabilities,7.2,13.5,7.9,6.6,6.6,6.7,5.3,6.9,6.5
