AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,143.0,125.0,124.7,112.4,104.0,93.1,99.6,96.4,91.4,80.5,82.5,77.2,77.4,70.9,84.7,80.1,77.6,64.6,69.6
Current_Liabilities,34.2,23.6,30.7,26.5,24.8,18.1,29.8,30.1,27.4,21.7,25.2,23.2,23.5,17.0,27.1,25.5,27.9,18.2,25.6
Diluted_EPS,0.344,0.347,0.335,0.291,0.207,0.249,0.197,0.171,0.239,0.206,0.193,0.174,0.127,0.095,0.231,0.275,0.218,0.138,0.207
Goodwill_Intangibles,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8
Inventory,66.8,73.0,82.8,78.3,78.2,73.3,76.7,57.1,45.9,42.3,42.9,43.2,45.9,41.6,45.0,50.9,47.8,46.8,49.9
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,118.9,108.5,100.1,95.8,76.6,76.5,75.8,67.3,78.4,71.1,68.8,99.9,59.1,48.2,72.2,88.7,83.1,62.1,72.0
Shares_Diluted,33.558,33.455,33.457,33.448,33.407,33.318,33.321,33.321,33.287,33.186,33.213,33.2035,33.165,36.422,33.184,33.258,33.371,33.528,33.589
Total_Assets,184.2,163.7,161.7,149.6,141.7,132.8,139.8,136.3,130.2,119.4,117.5,110.9,109.8,104.8,119.0,113.9,110.8,100.9,114.1
Total_Liabilities,51.3,39.3,45.5,41.5,40.2,34.3,45.6,45.2,41.4,34.9,37.0,34.3,32.8,27.6,36.9,34.8,36.6,25.7,33.6
