AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,923.4,944.1,1501.8,1322.6,1087.1,1036.0,1131.5,1163.0,1152.9,1270.8,1248.7,1380.3,1466.7,1555.9,1593.6,1539.0
Current_Liabilities,524.1,513.4,525.2,516.1,529.1,490.8,515.5,486.0,523.7,584.9,656.5,682.3,772.2,735.8,832.1,752.4
Diluted_EPS,-9.414,-22.505,-14.595,-15.791,-26.587,-20.155,-16.446,-23.425,-22.13,-56.735,-38.661,-18.255,-30.311,-18.132,-27.496,-17.343
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,90.5,90.6,184.1,183.9,173.0
Inventory,120.6,132.1,126.4,137.0,147.4,154.3,160.6,164.0,166.5,174.0,176.3,186.1,178.4,166.1,165.6,166.8
LT_Debt,2601.5,2610.1,3262.8,3075.5,2823.1,2898.9,2968.7,3290.3,3276.1,3388.0,3333.2,3516.6,3550.6,3677.6,3585.9,3737.3
Revenue,630.9,568.5,543.5,524.2,489.3,460.5,443.4,438.4,533.9,718.4,714.3,758.1,771.4,799.6,782.1,779.4
Shares_Diluted,9.081,8.311,7.95,7.907,7.46,7.102,7.068,7.064,7.0525,7.051,7.0427,7.0405,7.0309,7.0153,7.0047,7.0039
Total_Assets,4801.0,4857.2,5525.4,5174.8,5042.3,5254.9,5503.4,5817.3,5982.4,6308.5,6760.7,7273.5,7514.5,7773.7,7853.9,7960.5
Total_Liabilities,4347.8,4313.6,4934.7,4465.8,4223.4,4241.2,4352.0,4561.7,4569.3,4752.6,4777.8,5021.8,5133.0,5187.3,5153.1,5029.3
