AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,124.4,122.5,131.2,140.9,122.3,115.0,104.0,102.5,87.4,79.8,72.4,61.9,67.8,63.8,68.2,64.6,56.1,55.2
Current_Liabilities,92.8,92.8,102.1,112.3,95.7,92.0,83.4,85.1,72.2,67.0,60.1,50.8,56.6,53.7,57.2,53.4,45.7,45.3
Diluted_EPS,0.159,0.01,0.16,0.24,0.191,0.3,0.33,0.29,0.172,0.12,0.14,-0.04,0.0,-0.15,0.03,-0.029,0.027,-0.078
Goodwill_Intangibles,5.5,5.7,6.2,6.6,2.8,2.7,2.7,2.6,2.4,2.2,2.2,2.2,2.2,2.2,2.0,1.9,1.8,1.6
Inventory,71.1,82.3,88.9,93.8,71.0,58.7,49.7,44.9,33.8,19.8,20.7,23.8,30.0,34.6,32.4,32.4,29.5,29.3
LT_Debt,3.4,3.4,3.4,5.1,5.1,5.1,5.1,5.6,5.6,5.0,5.9,6.5,6.5,6.3,6.5,7.0,6.7,7.3
Revenue,62.6,48.1,58.6,53.0,63.5,71.7,68.2,57.9,55.0,49.5,40.8,34.6,46.3,31.4,40.2,37.5,37.7,29.1
Shares_Diluted,13.1148,8.3,13.2188,13.1667,13.1008,13.3252,13.1212,12.131,12.1371,11.2833,11.7143,13.0,11.5696,11.7867,13.3333,11.87,11.8691,11.8703
Total_Assets,155.2,154.2,164.0,173.5,150.8,143.8,131.5,129.3,108.2,99.8,92.5,82.7,89.3,85.7,91.1,87.3,78.3,78.4
Total_Liabilities,103.1,104.3,114.4,126.0,106.8,103.9,95.7,98.3,80.8,74.5,68.5,60.4,66.4,62.9,66.7,63.1,53.8,53.6
