AAII_QTR_DATA,03/25/2023,12/24/2022,09/24/2022,06/25/2022,03/31/2022,03/26/2022,12/31/2021,12/25/2021,09/30/2021,09/25/2021,06/30/2021,06/25/2021,03/31/2021
Current_Assets,866.4,772.1,605.4,591.2,4.0,387.3,1.6,433.5,3.8,,4.0,,4.2
Current_Liabilities,849.8,735.8,523.0,445.1,8.7,296.6,4.0,334.6,4.6,,2.9,,0.5
Diluted_EPS,-0.101,-0.124,-0.104,-0.024,-0.056,0.425,-0.035,-0.584,-0.047,-2.86,-0.061,0.0,-0.013
Goodwill_Intangibles,0.4,0.5,0.7,0.8,0.0,0.9,0.0,1.0,0.0,,0.0,,0.0
Inventory,140.4,110.9,91.9,127.0,0.0,72.3,0.0,44.9,0.0,,0.0,,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,266.9,206.3,244.4,175.6,,96.3,0.0,77.1,0.0,91.7,0.0,131.5,0.0
Shares_Diluted,60.5031,58.2355,53.5051,54.2801,41.4,54.2801,42.48,54.2801,41.04,,41.04,,41.04
Total_Assets,909.5,808.9,631.3,612.8,324.1,407.8,321.7,454.9,323.8,,324.0,,324.2
Total_Liabilities,907.2,803.6,624.1,605.8,19.9,563.8,15.2,581.4,15.8,,14.1,,11.7
