AAII_QTR_DATA,06/30/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,707.3,967.7,507.2,590.0,641.9,,,,
Current_Liabilities,93.9,77.6,55.5,79.4,56.1,,,,
Diluted_EPS,-8.432,-5.879,-2.344,-3.435,-87.528,-2.999,-1.983,-1.015,-0.026
Goodwill_Intangibles,510.4,394.6,343.6,275.9,229.6,,,,
Inventory,33.0,21.9,19.8,14.5,13.1,,,,
LT_Debt,196.8,429.7,154.0,128.0,118.6,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,12.7648,9.7214,12.1231,12.1231,12.1231,,,,
Total_Assets,1618.4,1684.0,1118.5,1068.4,1055.4,,,,
Total_Liabilities,494.4,517.8,231.0,233.4,299.5,,,,
