AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,22.3,32.9,43.9,86.5,131.9,22.1,1.1,,,
Current_Liabilities,60.3,38.1,41.7,36.9,36.8,28.3,0.3,,,
Diluted_EPS,-0.294,-0.301,-0.582,-0.428,-0.59,-0.255,-0.727,-1.019,-0.372,-0.107
Goodwill_Intangibles,7.3,7.1,8.0,8.9,9.5,9.9,0.0,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,36.4,36.0,35.6,34.9,33.7,35.1,0.0,0.0,0.0,0.0
Revenue,3.6,2.6,1.6,0.6,1.4,0.4,0.0,0.3,0.5,0.3
Shares_Diluted,109.0204,104.5735,95.1655,94.3002,94.6662,100.4162,28.75,,,
Total_Assets,31.1,44.0,56.2,99.7,142.0,32.6,231.3,,,
Total_Liabilities,99.9,77.7,82.5,85.4,94.3,190.3,39.7,,,
