AAII_QTR_DATA,04/30/2022,01/29/2022,10/30/2021,07/31/2021,05/01/2021,01/30/2021,10/31/2020,08/01/2020,05/02/2020,02/01/2020,11/02/2019,02/02/2019,11/03/2018
Current_Assets,220.9,220.9,264.0,287.2,320.0,,,,,,,,
Current_Liabilities,295.4,297.0,295.5,256.6,285.7,,,,,,,,
Diluted_EPS,0.227,-0.208,-0.535,0.352,0.118,-0.08,0.039,0.153,0.11199999999999999,-0.033,0.413,0.316,0.472
Goodwill_Intangibles,8.4,8.4,8.4,8.4,8.4,,,,,,,,
Inventory,178.8,170.6,159.5,110.3,111.9,,,,,,,,
LT_Debt,316.8,320.8,324.9,328.9,190.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,328.4,313.9,306.2,332.9,325.7,297.7,270.1,249.2,156.5,271.0,765.9,234.2,675.0
Shares_Diluted,106.243,109.451,110.078,110.0804,110.0,,,,,,,,
Total_Assets,567.2,578.5,636.3,662.5,711.1,,,,,,,,
Total_Liabilities,822.0,836.8,850.9,820.1,721.4,,,,,,,,
