AAII_QTR_DATA,10/31/2022,04/30/2021,01/31/2021,04/30/2020,01/31/2020
Current_Assets,510.6,339.2,449.9,,
Current_Liabilities,10.1,17.3,308.8,,
Diluted_EPS,0.062,0.046,0.077,0.046,0.058
Goodwill_Intangibles,11.7,12.6,12.8,,
Inventory,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0
Revenue,13.9,6.4,18.6,4.4,17.0
Shares_Diluted,179.7913,185.0454,185.0454,,
Total_Assets,546.6,391.4,506.7,,
Total_Liabilities,12.9,25.4,317.7,,
