AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017
Current_Assets,7.1,9.3,12.7,21.9,33.7,6.1,8.0,7.7,28.7,26.4,,
Current_Liabilities,12.5,8.2,4.4,4.1,3.9,3.1,2.7,0.6,12.2,16.8,,
Diluted_EPS,-2.216,-0.528,-2.506,-4.691,3.78,-2.071,-3.305,-3.136,-0.531,-0.715,-0.094,-0.215
Goodwill_Intangibles,0.8,0.8,0.9,0.9,1.0,1.2,1.3,1.3,1.4,1.5,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
LT_Debt,0.5,0.0,0.0,1.1,2.1,2.4,6.4,0.1,0.1,0.2,0.0,0.0
Revenue,0.8,0.5,0.9,0.6,0.6,0.3,0.3,0.2,0.4,0.0,0.0,0.0
Shares_Diluted,3.5707,3.5683,3.5788,3.428,3.3113,2.9956,2.9039,2.8978,27.9098,7.6786,,
Total_Assets,20.9,24.0,21.9,31.7,44.2,23.3,24.0,24.7,45.1,41.5,,
Total_Liabilities,5.2,1.4,,0.2,2.4,3.5,7.6,,12.0,16.8,,
