AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,3.3,2.2,2.4,2.9,2.5,3.2,0.5,1.2,1.8,2.1,2.3
Current_Liabilities,6.6,7.1,6.7,7.9,7.2,7.7,6.6,6.6,7.0,7.1,6.6
Diluted_EPS,-0.69,-0.163,-0.203,-0.111,-0.052,-0.26,-0.19,-0.102,-0.064,-0.509,-0.131
Goodwill_Intangibles,0.1,0.1,0.1,0.1,,,,,,,
Inventory,0.3,0.2,0.2,0.2,,0.0,0.0,0.0,,,0.0
LT_Debt,2.6,2.3,0.0,2.1,1.9,1.9,0.0,0.0,0.0,0.0,0.0
Revenue,0.4,0.5,0.6,0.8,2.6,1.7,2.8,2.5,3.5,0.3,4.5
Shares_Diluted,3.5068,3.5068,3.5068,3.5068,3.5068,3.5068,3.5068,3.5068,3.5068,3.4934,3.4268
Total_Assets,3.7,2.7,2.9,3.3,2.7,3.5,0.8,1.5,2.1,2.2,2.5
Total_Liabilities,9.3,9.5,6.9,10.0,9.1,9.7,6.7,6.8,7.1,7.1,6.6
