AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0
Current_Liabilities,4.0,4.0,3.7,3.5,2.1,2.0,1.9,1.7,1.5,1.3,1.2,1.1,0.8,0.9,0.8,0.9,1.2
Diluted_EPS,-0.001,-0.001,-0.036,-0.11,-0.003,-0.014,-0.003,-0.001,-0.002,-0.001,-0.001,-0.001,-0.002,-0.002,-0.001,-0.009000000000000001,-0.001
Goodwill_Intangibles,6.0,6.3,6.5,6.8,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,362.8237,362.8237,357.2762,271.2514,255.8448,253.1689,249.683,246.2486,244.1523,242.953,242.5675,239.5429,240.2303,239.5149,236.7797,231.3113,235.0124
Total_Assets,6.1,6.3,6.6,6.8,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1
Total_Liabilities,4.0,4.0,3.7,3.5,2.1,2.0,1.9,1.7,1.5,1.3,1.2,1.1,0.8,0.9,0.8,0.9,1.2
