AAII_QTR_DATA,06/26/2021,03/27/2021,12/26/2020,09/26/2020,06/27/2020,03/28/2020,12/28/2019,09/28/2019,06/29/2019,03/30/2019,12/29/2018,09/29/2018
Current_Assets,1039.0,933.0,914.0,952.0,818.0,,,,,,,
Current_Liabilities,2390.0,2390.0,2385.0,2134.0,2097.0,,,,,,,
Diluted_EPS,0.218,0.17,-0.918,0.0,0.051,0.021,-0.188,-0.021,-0.183,-0.155,-0.16,-0.241
Goodwill_Intangibles,1649.0,1684.0,4075.0,4179.0,4285.0,,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,3904.0,3893.0,3943.0,4698.0,4660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,467.0,442.0,777.0,728.0,383.0,354.0,682.0,662.0,654.0,637.0,651.0,613.0
Shares_Diluted,165.0,176.3,162.3,379.3,431.857,,,,,,,
Total_Assets,5437.0,5362.0,5428.0,5553.0,5548.0,,,,,,,
Total_Liabilities,14828.0,13322.0,12068.0,7876.0,7813.0,,,,,,,
