AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,2.2,1.6,0.5,0.3,0.3,0.5,0.3,0.2,0.4,0.5,0.1,0.3,0.3
Current_Liabilities,11.2,13.3,13.4,13.4,11.8,14.8,16.3,9.9,14.1,13.3,12.5,7.1,7.8
Diluted_EPS,0.014,-0.025,-0.031,-0.378,4.404,-11.244,-24.648,54.722,-108.665,-335.038,-99.304,,
Goodwill_Intangibles,9.5,9.5,3.8,3.8,3.8,3.8,3.8,3.8,3.7,4.0,2.1,2.1,2.1
Inventory,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.6,0.4,0.5,0.4,0.2,0.6,0.0,0.9,0.4,0.1,0.1,1.0,1.0
Revenue,3.3,2.2,0.9,0.8,0.7,1.0,1.0,0.9,1.3,0.9,0.9,2.2,0.7
Shares_Diluted,150.2776,123.899,56.2435,2.4049,0.9684,0.1579,0.1441,0.0506,0.0275,0.0038,0.0491,,
Total_Assets,13.1,12.5,5.2,4.9,4.9,5.1,5.3,4.9,5.5,5.8,3.6,3.3,3.5
Total_Liabilities,12.0,13.9,13.9,13.8,12.0,15.3,16.3,10.8,14.5,13.4,12.6,8.2,8.8
