AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,124.3,156.2,74.7,84.4,65.6,82.9,86.6,88.5,83.3,67.9,55.2,61.3,57.5,36.7,39.0,42.4,42.7
Current_Liabilities,5.6,44.5,24.7,19.7,17.6,30.2,31.0,33.0,35.5,20.7,21.2,25.5,28.8,24.6,24.7,18.1,15.4
Diluted_EPS,0.405,0.728,-0.29,-0.173,-0.22,-0.16,-0.008,-0.035,-0.1,-0.007,-0.141,-0.51,-0.457,-0.072,-0.122,-0.031,0.168
Goodwill_Intangibles,12.4,12.7,71.1,71.6,60.2,60.6,61.0,59.5,64.5,64.0,64.6,65.1,66.1,66.7,67.3,68.0,61.8
Inventory,,,1.0,0.9,0.9,0.9,1.1,1.1,1.2,1.0,1.1,1.5,1.8,1.8,1.5,1.3,1.8
LT_Debt,61.9,61.8,95.3,101.7,70.0,69.9,69.0,68.9,108.1,109.1,96.8,96.9,97.0,80.8,81.9,90.0,90.9
Revenue,1.9,1.9,1.9,18.1,1.0,1.0,1.0,16.3,13.8,15.3,15.4,59.0,16.2,16.6,15.4,15.1,14.1
Shares_Diluted,28.997,40.586,28.543,26.247,26.842,26.462,26.342,25.881,25.757,25.678,25.576,25.418,25.43,25.402,25.373,25.336,25.277
Total_Assets,137.4,169.7,158.3,168.1,137.5,156.1,161.1,161.9,215.3,199.4,187.7,195.4,194.8,174.7,178.1,182.7,180.3
Total_Liabilities,68.9,113.5,132.2,134.6,102.5,115.6,117.5,118.6,159.9,142.0,130.2,134.7,137.8,118.0,119.9,121.7,118.7
