AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,185.0,174.9,190.9,188.2,170.2,173.3,178.1,151.5,159.1,,
Current_Liabilities,55.7,54.3,65.1,63.0,57.8,74.0,72.8,76.7,55.7,,
Diluted_EPS,0.117,-0.05,0.128,0.02,0.04,-0.062,0.242,0.17,0.589,0.154,0.118
Goodwill_Intangibles,7.8,7.8,14.8,15.1,15.4,15.7,16.0,16.3,16.9,,
Inventory,64.2,84.1,74.5,70.1,64.6,75.4,47.2,46.6,32.0,,
LT_Debt,0.0,0.0,9.5,22.0,12.0,0.0,33.3,34.8,25.0,0.0,0.0
Revenue,109.8,92.0,124.0,115.3,96.4,86.6,115.7,177.3,310.6,87.3,153.8
Shares_Diluted,57.3514,55.9536,56.5799,55.8044,55.7004,54.961,53.7801,55.4961,55.4961,,
Total_Assets,207.6,197.8,218.4,217.8,198.3,197.5,201.0,175.1,183.9,,
Total_Liabilities,57.9,56.7,76.8,87.3,70.6,74.3,106.7,112.2,81.6,,
