AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
Current_Assets,9.6,12.4,13.1,13.1,12.3,12.1,11.6,10.6,9.6,9.5,9.4,8.9
Current_Liabilities,1.0,0.9,0.7,1.0,0.8,1.5,1.5,1.4,1.3,1.2,1.4,1.7
Diluted_EPS,0.003,-0.038,0.114,0.141,0.212,0.068,0.124,0.028,-0.021,-0.017,1.163,0.12300000000000001
Goodwill_Intangibles,3.0,2.9,2.8,3.0,3.1,3.2,3.3,3.5,3.7,3.9,3.9,3.8
Inventory,1.4,1.4,1.5,0.7,0.8,0.8,0.4,0.6,0.7,0.8,0.8,0.7
LT_Debt,1.7,1.7,0.0,0.0,0.0,0.6,0.4,0.5,0.0,0.0,0.0,0.0
Revenue,2.8,3.2,3.3,3.8,3.0,2.9,3.8,3.4,3.2,3.4,3.7,4.2
Shares_Diluted,5.377,5.354,5.361,5.35,5.342,5.346,5.311,5.299,5.267,5.256,5.27,5.2589999999999995
Total_Assets,22.0,22.4,21.3,21.7,21.3,21.4,20.7,20.0,19.1,19.2,19.2,13.5
Total_Liabilities,2.7,2.6,0.7,1.0,0.8,2.1,1.9,2.0,1.3,1.3,1.4,1.8
