AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1987.4,1800.3,1887.1,1568.3,1490.4,1313.3,1247.8,1121.4,1035.4,956.4,943.3,979.7,1094.0,1068.1,1133.6,1049.9,845.9,801.6,755.2
Current_Liabilities,895.2,840.3,715.0,572.1,552.7,439.0,428.1,374.7,346.5,342.2,331.4,348.0,355.5,362.2,330.7,305.6,233.6,228.8,178.7
Diluted_EPS,8.257,5.135,-3.328,3.527,3.141,2.987,2.831,2.384,2.511,1.616,1.182,1.568,1.693,2.387,1.261,2.949,1.158,1.04,0.873
Goodwill_Intangibles,1039.1,1038.6,446.7,407.2,372.2,308.1,285.6,267.8,239.2,222.5,219.1,225.1,240.0,226.5,236.9,226.8,204.9,189.8,176.1
Inventory,619.2,579.8,500.0,366.7,275.4,228.1,200.8,186.1,171.5,163.1,177.4,184.1,183.3,195.7,210.0,207.7,203.9,202.4,215.5
LT_Debt,22.4,20.0,19.1,16.7,17.3,17.1,12.9,13.5,13.2,13.1,15.0,0.0,0.0,17.8,0.0,0.0,21.1,0.0,0.0
Revenue,764.5,780.5,656.6,602.5,556.6,529.0,466.1,443.3,396.2,348.6,316.4,357.7,367.3,389.3,321.9,317.2,291.4,300.0,228.4
Shares_Diluted,49.606,49.622,48.688,48.982,48.848,48.624,49.023,48.983,49.053,49.212,49.435,49.463,49.455,49.471,50.328,50.268,49.988,49.441,52.249
Total_Assets,4458.0,4038.8,3467.0,3379.6,3220.4,2919.3,2765.0,2568.0,2390.2,2242.6,2218.3,2327.0,2549.5,2457.7,2607.1,2509.3,2278.4,2176.4,2076.2
Total_Liabilities,1132.4,1078.4,806.1,648.7,623.4,505.4,482.9,424.5,386.1,377.4,365.9,386.0,394.7,402.8,366.6,342.3,269.1,243.1,195.4
