AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,12.9,18.0,17.6,32.1,15.0,26.8,,,0.2,,,0.2,0.4,0.5
Current_Liabilities,7.1,7.1,5.5,4.1,11.8,11.1,,,0.9,,,0.0,0.0,0.0
Diluted_EPS,-0.144,-0.16,-0.579,-0.302,-0.594,-0.43,-0.276,-0.286,-0.076,-0.215,-0.429,0.094,0.11,0.135
Goodwill_Intangibles,12.8,12.9,12.9,13.0,13.1,13.1,,,0.0,,,0.0,0.0,0.0
Inventory,8.3,8.9,6.7,13.2,7.2,5.5,,,0.0,,,0.0,0.0,0.0
LT_Debt,3.7,3.5,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,5.4,6.2,10.9,7.4,6.8,9.1,7.4,6.8,,4.4,8.6,,,
Shares_Diluted,31.181,30.9919,28.2531,24.1851,20.1361,20.2436,,,3.6231,,,3.5504,3.5457,3.5371
Total_Assets,39.6,39.3,39.2,54.0,36.8,46.9,,,13.7,,,110.9,110.5,110.1
Total_Liabilities,23.1,19.2,14.1,12.8,20.3,18.9,,,0.9,,,0.0,0.0,0.0
