AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,4119.8,4912.0,4156.4,4966.5,5864.4,6507.0,4986.8,682.4,868.6,,,0.2
Current_Liabilities,1015.0,937.6,825.1,654.1,511.9,396.1,269.4,199.8,259.1,,,0.4
Diluted_EPS,-0.426,-1.008,-0.316,-0.132,-0.049,-0.646,-0.324,-0.162,-1.801,-0.184,-0.1,0.0
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,1017.6,834.4,685.3,553.0,333.9,127.3,61.2,28.2,6.3,,,
LT_Debt,2072.0,2073.2,2069.9,1994.6,1994.1,1992.9,4.7,4.0,4.2,0.0,0.0,0.0
Revenue,149.4,257.7,195.5,97.3,57.7,26.4,0.2,0.2,0.3,3.6,0.3,
Shares_Diluted,1831.725,1713.305,1676.049,1669.304,1654.322,1618.622,1618.622,1618.622,1618.622,,,258.75
Total_Assets,7260.9,7879.2,6887.8,7129.4,7401.8,7881.7,6139.2,1736.1,1799.8,,,0.4
Total_Liabilities,3629.1,3529.5,3656.6,3419.0,3572.4,3972.4,1294.0,368.5,1572.8,,,0.4
