AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,527.8,539.4,509.4,200.2,234.0,238.4,232.5,,,,0.8,1.2,,,1.6,1.8,2.0
Current_Liabilities,368.4,345.6,314.6,290.6,303.8,291.8,259.0,,,,9.1,2.3,,,1.7,2.2,1.4
Diluted_EPS,0.003,-0.157,-0.088,-0.15,-0.151,0.031,-0.312,-0.246,-1.637,-0.295,-0.0579999999999999,0.019,0.064,-0.016,0.033,0.033,0.022
Goodwill_Intangibles,650.6,611.9,616.4,628.9,639.1,645.7,651.1,,,,0.0,0.0,,,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,846.1,851.1,845.1,778.0,777.6,777.1,776.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,93.4,148.6,60.4,42.2,41.9,33.6,18.0,11.3,12.3,7.6,0.0,0.0,126.5,105.2,0.0,0.0,0.0
Shares_Diluted,191.498,184.818,186.682,179.473,179.449,179.704,179.449,,,,79.0625,79.0625,,,79.0625,79.0625,79.0625
Total_Assets,1262.9,1239.8,1214.8,919.0,960.0,971.2,975.0,,,,652.8,650.6,,,643.6,641.6,638.1
Total_Liabilities,1264.6,1241.1,1207.2,1125.2,1146.0,1136.3,1101.7,,,,29.8,23.0,,,22.4,23.0,22.2
