AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,106.1,106.3,140.6,174.4,198.2,106.4,114.0,163.2,120.4,135.3,104.0,90.5
Current_Liabilities,706.5,193.7,805.9,170.0,187.2,222.3,241.9,174.4,120.2,74.1,92.2,136.8
Diluted_EPS,,-0.59,-0.457,0.196,1.93,0.052,0.44,-4.179,-1.23,0.057999999999999996,-1.605,-0.156
Goodwill_Intangibles,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,35.6,36.9,38.2,1.6
Inventory,5.7,,7.1,5.4,5.4,5.1,6.2,6.5,6.7,0.0,,
LT_Debt,322.4,1048.5,371.8,1042.0,1061.1,991.6,1000.2,1101.7,1095.8,1171.0,1154.9,935.5
Revenue,,,72.6,78.8,112.2,97.9,85.4,59.0,58.6,77.1,58.7,41.6
Shares_Diluted,,16.4666,16.4443,16.258,16.0437,15.8741,14.9545,13.5104,13.5104,13.5337,9.7845,142.8369
Total_Assets,1513.7,1579.3,1569.0,1549.8,1585.7,1524.2,1556.0,1572.3,1572.5,1622.0,1627.4,1456.5
Total_Liabilities,1186.3,1259.1,1239.1,1211.9,1248.3,1213.8,1242.1,1276.1,1216.0,1245.1,1247.0,1078.5
