AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.8,0.7,0.6,0.5,0.8,1.1,1.4,1.8,4.3
Current_Liabilities,6.4,9.0,8.4,7.8,5.9,5.6,5.2,4.1,3.7
Diluted_EPS,0.01,-0.028,-0.034,-0.123,0.0,-0.005,-0.044,0.01,-0.166
Goodwill_Intangibles,,,,,,,1.2,1.3,1.4
Inventory,0.1,0.2,0.3,0.4,0.5,0.5,0.4,0.6,1.2
LT_Debt,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.4,0.3,0.3,0.1,0.5,0.7,0.7,0.8,0.9
Shares_Diluted,300.6526,51.1624,48.7152,45.9768,46.3206,46.3206,46.0751,48.8263,42.827
Total_Assets,1.2,1.2,1.0,1.0,1.4,1.8,3.3,3.2,6.3
Total_Liabilities,10.2,12.7,11.2,9.6,6.8,7.2,8.5,6.7,10.8
