AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,51.0,72.1,88.6,112.8,,1.4,,,,0.0
Current_Liabilities,9.2,18.0,26.6,28.3,,4.8,,,,0.7
Diluted_EPS,-0.055,-0.093,-0.138,-0.163,-0.377,0.85,-0.076,-0.03,-0.145,-0.002
Goodwill_Intangibles,43.2,43.2,43.2,43.2,,0.0,,,,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,227.1192,226.0754,143.9299,225.2593,,37.5,,,,37.5
Total_Assets,96.1,116.7,133.1,157.3,,301.4,,,,0.6
Total_Liabilities,22.4,37.0,40.4,50.6,,37.3,,,,0.7
