AAII_QTR_DATA,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019
Current_Assets,1335.0,1230.0,1157.0,1234.0,1408.0,1246.0,1344.0,1500.0,813.0,813.0,899.0,2216.0
Current_Liabilities,1403.0,1421.0,1423.0,1560.0,1760.0,1554.0,1531.0,1688.0,1598.0,1598.0,1617.0,2835.0
Diluted_EPS,0.405,0.391,0.391,0.497,0.703,0.426,0.314,0.338,0.353,0.32,0.309,0.311
Goodwill_Intangibles,8283.0,8285.0,8287.0,8276.0,8281.0,8285.0,8288.0,8277.0,8255.0,8255.0,8252.0,8259.0
Inventory,76.0,69.0,54.0,63.0,64.0,70.0,65.0,60.0,70.0,70.0,91.0,86.0
LT_Debt,5615.0,5636.0,5653.0,5684.0,5718.0,5730.0,5750.0,5704.0,5241.0,5241.0,5251.0,4057.0
Revenue,1346.0,1359.0,1386.0,1377.0,1375.0,1387.0,1370.0,1349.0,1312.0,1363.0,1383.0,1345.0
Shares_Diluted,501.0,501.0,501.0,505.0,501.0,505.0,513.0,512.0,513.0,516.0,518.0,514.0
Total_Assets,15760.0,15687.0,15656.0,15792.0,15980.0,15888.0,16010.0,16165.0,15589.0,15589.0,15659.0,15646.0
Total_Liabilities,9461.0,9508.0,9546.0,9749.0,10060.0,9851.0,9845.0,9932.0,9376.0,9376.0,9372.0,9364.0
