AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,39.8,44.8,42.9,33.1,52.6,38.1,34.4,36.0,31.7,18.2,27.1,11.9,10.5,10.0,11.5,9.9
Current_Liabilities,39.0,42.8,42.3,37.5,50.2,50.2,40.7,26.6,22.9,23.3,28.1,13.6,15.6,18.5,17.8,17.1
Diluted_EPS,0.127,0.107,0.178,0.339,0.407,0.002,-0.154,-0.03,-0.099,-0.161,0.67,0.015,-0.011,0.028999999999999998,0.106,-0.011
Goodwill_Intangibles,15.3,15.3,15.5,15.7,15.9,16.1,16.3,16.5,16.7,17.0,17.2,,,,,
Inventory,4.7,5.0,3.9,3.0,2.7,2.5,2.5,2.3,2.3,2.5,3.1,1.6,1.4,1.2,1.4,1.2
LT_Debt,23.0,23.1,23.1,23.2,45.0,47.1,53.3,63.4,63.4,45.1,45.2,12.3,11.2,6.7,7.1,7.9
Revenue,81.1,74.2,84.1,71.9,70.8,50.5,45.0,39.6,16.7,40.7,52.2,22.1,23.6,22.8,25.8,20.0
Shares_Diluted,33.96,34.2454,32.5058,34.3806,34.0287,32.0315,29.0659,29.0103,28.9076,28.6363,29.6161,29.9011,28.4325,29.3118,29.9908,27.7516
Total_Assets,235.2,236.6,229.8,217.1,232.2,218.3,215.6,217.0,210.2,196.2,206.6,95.4,95.5,95.6,56.0,53.8
Total_Liabilities,165.8,171.0,168.4,162.5,190.3,194.1,192.4,189.8,182.6,166.1,172.3,81.2,82.1,82.2,43.5,44.1
