AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021
Current_Assets,131.6,177.0,181.0,192.5,208.4,230.6,245.9,255.5
Current_Liabilities,47.4,45.5,34.4,29.1,27.7,32.8,34.3,27.5
Diluted_EPS,-0.309,-0.41,-0.315,-0.379,-0.317,-0.263,-0.304,-0.272
Goodwill_Intangibles,35.3,,,,,,,
Inventory,45.5,18.9,15.7,15.7,15.7,14.5,13.2,12.6
LT_Debt,68.9,14.9,17.3,19.8,19.8,19.8,19.7,19.7
Revenue,18.5,17.8,21.4,19.2,20.2,23.2,24.3,19.3
Shares_Diluted,75.7598,71.3996,68.3841,67.9857,67.6975,67.5436,67.2133,66.7908
Total_Assets,300.6,226.1,234.9,248.7,265.9,287.3,301.2,295.7
Total_Liabilities,142.8,84.0,76.7,74.3,72.7,79.0,81.0,63.9
