AAII_QTR_DATA,09/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,94.9,101.9,107.8,133.2,139.9,150.3,141.7,177.7,189.8,222.2,246.8,273.2,278.7,288.7,216.8
Current_Liabilities,44.1,45.6,49.2,51.6,51.8,58.6,55.2,58.0,63.0,81.1,82.8,80.1,86.0,89.1,81.7
Diluted_EPS,-0.962,-3.809,-5.399,-19.271,-21.783,-7.322,-17.766,-16.627,-27.059,-26.602,-0.471,-0.176,-0.442,-0.256,-0.64
Goodwill_Intangibles,19.5,21.7,52.9,76.8,86.8,98.2,117.4,131.6,144.7,159.2,403.3,397.3,402.8,393.3,403.2
Inventory,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.4,0.4,2.0,0.5,0.8,0.8,0.7,0.1
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,16.3,23.8,11.0,13.0,12.9,20.8,15.9,18.8,17.2,39.9,31.0,39.0,34.1,55.4,35.2
Shares_Diluted,8.4595,8.4003,8.3611,0.7023,0.7068,0.7103,0.7478,0.7579,0.7592,9.098,108.8357,107.3767,49.9199,106.896,106.896
Total_Assets,159.2,165.4,203.9,245.0,260.8,281.9,295.4,329.3,353.4,396.4,672.9,707.2,721.3,718.3,654.9
Total_Liabilities,51.9,53.5,59.1,54.2,54.6,61.5,59.2,61.4,66.6,85.0,87.2,81.2,87.1,90.3,84.0
