AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,476.0,402.3,764.5,786.1,998.3,936.9,1046.7,894.4,648.3
Current_Liabilities,458.6,502.5,705.2,649.3,670.9,693.2,675.8,789.9,479.1
Diluted_EPS,0.469,-2.229,0.304,0.328,0.603,-0.754,0.779,0.61,0.86
Goodwill_Intangibles,76.3,75.2,75.1,73.5,67.6,65.6,66.3,64.9,58.9
Inventory,15.4,15.9,47.7,39.5,42.4,43.1,58.0,58.2,35.2
LT_Debt,1101.1,1133.4,1183.6,1080.5,1078.4,1029.2,1045.5,1060.0,1005.1
Revenue,492.7,502.3,496.5,517.7,491.6,474.0,695.8,573.9,1384.0
Shares_Diluted,273.3918,273.3918,273.3918,273.3918,273.3918,273.3918,273.3918,273.3918,273.3918
Total_Assets,3914.8,3809.1,4873.7,4771.0,4729.0,4648.4,5043.8,4880.1,4440.2
Total_Liabilities,1940.0,2039.8,2331.2,2159.2,2098.4,2090.3,2172.1,2259.3,1889.3
