AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,706.4,746.2,774.8,855.0,167.6,72.8,,,,
Current_Liabilities,144.1,173.4,96.3,76.7,51.9,39.5,,,,
Diluted_EPS,-0.081,-0.059,0.007,-0.385,-0.04,-0.038,-0.045,-0.03,-0.022000000000000002,-0.034
Goodwill_Intangibles,142.8,146.4,100.8,13.1,14.0,14.3,,,,
Inventory,85.7,77.9,47.9,38.4,31.5,25.8,,,,
LT_Debt,114.4,113.8,97.3,96.6,98.8,0.0,0.0,0.0,0.0,0.0
Revenue,55.5,40.7,27.5,5.3,11.3,18.2,15.7,10.7,7.3,1.4
Shares_Diluted,464.7199,456.4953,451.8845,228.2666,417.4044,417.4044,,,,
Total_Assets,1004.8,1057.5,980.8,955.4,265.9,168.5,,,,
Total_Liabilities,291.3,324.9,282.4,281.3,186.0,73.7,,,,
