AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
Current_Assets,17.9,30.1,25.6,29.4,34.0,38.3,43.5,47.0
Current_Liabilities,21.4,19.2,4.7,3.8,4.9,5.6,6.0,5.0
Diluted_EPS,-2.944,-0.989,-1.703,-1.343,-1.695,-1.923,-2.576,27.721
Goodwill_Intangibles,82.7,73.0,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,3.6605,3.1343,3.1158,3.1112,3.1084,3.1022,2.9356,4.175
Total_Assets,101.1,103.7,26.3,30.1,34.9,39.2,44.4,48.0
Total_Liabilities,62.2,53.7,5.2,4.3,5.4,6.2,6.7,5.7
