AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1344.8,1650.7,1559.1,1302.4,1264.9,1495.5,1512.9,1549.8,1413.9,1301.9
Current_Liabilities,1230.3,1343.2,1282.3,1268.3,1279.0,1405.7,1477.7,1614.5,1594.1,1487.7
Diluted_EPS,-2.13,-0.563,0.263,-0.165,-2.484,0.196,0.582,0.164,0.19899999999999998,0.134
Goodwill_Intangibles,,,,,0.0,28.5,29.4,30.2,29.8,29.9
Inventory,577.9,749.4,678.5,630.1,642.5,699.0,734.2,793.2,620.0,566.8
LT_Debt,727.3,603.0,575.5,345.2,322.5,276.5,252.5,188.2,111.8,127.3
Revenue,593.8,290.1,283.2,144.8,310.5,373.2,764.5,301.5,349.8,297.2
Shares_Diluted,70.4726,67.9166,66.9488,66.9488,19.9571,66.9488,66.9488,50.9488,49.3711,50.9636
Total_Assets,2923.9,3012.9,2918.8,2669.0,2635.9,2774.8,2834.3,2893.8,2753.5,2649.9
Total_Liabilities,2206.7,2183.6,2088.1,1856.2,1799.5,1885.0,1938.7,2021.6,1907.0,1819.1
