AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,354.5,349.4,354.9,316.8,324.8,283.6,312.8,317.0,334.5,317.1,342.2
Current_Liabilities,186.4,187.6,185.8,144.4,148.4,129.9,140.8,131.9,142.8,121.3,131.8
Diluted_EPS,0.285,0.015,-0.674,-0.337,-3.255,-4.075,0.173,-0.402,0.225,0.415,0.361
Goodwill_Intangibles,178.0,182.7,184.8,188.5,191.8,249.5,316.3,324.5,328.3,333.6,340.9
Inventory,81.4,79.0,71.2,80.3,81.2,80.5,88.2,88.2,91.0,84.5,91.9
LT_Debt,251.2,260.6,273.2,275.7,278.2,262.7,276.7,289.7,307.7,314.6,327.7
Revenue,227.1,210.3,207.1,146.2,200.5,193.3,205.3,220.8,218.0,209.9,197.9
Shares_Diluted,17.888,17.424,17.384,17.372,17.336,17.292,17.33,17.267,17.317999999999998,17.303,17.349
Total_Assets,775.4,775.5,773.6,740.5,751.3,785.9,878.9,896.4,911.9,872.7,903.2
Total_Liabilities,510.8,517.8,525.3,487.3,497.7,467.5,497.2,509.3,538.7,503.4,526.2
