AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,249.8,319.5,223.8,277.9,187.6,256.1,464.6,465.7
Current_Liabilities,571.9,464.2,464.5,471.1,536.5,428.9,402.4,550.7
Diluted_EPS,-2.155,-0.026,-9.851,0.172,0.219,-0.599,0.529,0.328
Inventory,34.7,34.5,36.7,28.9,18.1,27.8,26.8,26.7
LT_Debt,0.0,1556.3,1555.8,1635.2,1564.7,1423.0,1417.7,1422.1
Revenue,63.1,165.2,285.7,176.9,222.1,221.9,288.2,282.2
Shares_Diluted,138.163,137.726,138.383,137.789,159.41,170.702,173.185,175.814
Total_Assets,2404.4,2703.4,2927.0,4441.5,4252.5,4097.0,4166.0,4158.3
Total_Liabilities,2271.0,2280.5,2506.9,2668.5,2494.6,2306.2,2254.8,2329.1
